,nomes,idade,cidade,estado,cpf,cnpj,validade_cpf,validade_cnpj
4421,AMY bailey,80,Alta Floresta D'Oeste,RO,46462960981,08374895741225,True,True
4422,NICOLE sullivan,61,Amajari,RR,20884937003,50251798042460,True,True
4423,SARAH guerrero,42,Aceguá,RS,65603895535,88415786840734,True,True
4424,CLAUDIA walker,77,Abdon Batista,SC,01304618226,93881231160091,True,True
4425,CASEY ramsey,67,Amparo De São Francisco,SE,47133686449,56729090343067,True,True
4426,LISA vazquez,67,Adamantina,SP,71041483104,09493104010384,True,True
4427,CHERYL mckinney,21,Abreulândia,TO,14576235281,59261476138902,True,True
4428,KATHLEEN adkins,71,Acrelândia,AC,37125020364,76515560259470,True,True
4429,VANESSA mcgrath,35,Água Branca,AL,05521413138,13293931162584,True,True
4430,CYNTHIA jimenez,71,Alvarães,AM,18873176003,23376755616388,True,True
4431,LAURIE mann,77,Serra Do Navio,AP,18624278104,06408898551262,True,True
4432,JESSICA garza,64,Abaíra,BA,96085964919,27100879126977,True,True
4433,REBECCA moreno,79,Abaiara,CE,04617923543,42821281584756,True,True
4434,STEPHANIE ramirez,19,Brasília,DF,14883362108,14150788122079,True,True
4435,ROBIN ward,23,Afonso Cláudio,ES,36035280420,42001001590062,True,True
4436,BARBARA warren,71,Abadia De Goiás,GO,97341586435,49425662454047,True,True
4437,DEBRA munoz,62,Açailândia,MA,98586243795,15201075479551,True,True
4438,SARA carpenter,67,Abadia Dos Dourados,MG,77757321565,04546010179560,True,True
4439,FAITH nelson,21,Água Clara,MS,08540765659,37448358758760,True,True
4440,MIRANDA rowe,46,Acorizal,MT,82125478501,42982871047919,True,True
4441,ASHLEY garcia,71,Abaetetuba,PA,72035248175,49840285237338,True,True
4442,KATIE garcia,90,Água Branca,PB,99149249649,72747328919431,True,True
4443,RACHEL wilson,62,Abreu E Lima,PE,36320382872,76917416103100,True,True
4444,LAURA collier,37,Acauã,PI,82111802948,60346398775219,True,True
4445,JESSICA duncan,74,Abatiá,PR,50015098583,48625062104670,True,True
4446,CARLA gordon,54,Angra Dos Reis,RJ,53100923154,38119423427908,True,True
4447,LORI bird,21,Acari,RN,14883564088,71512804354947,True,True
4448,MOLLY smith,85,Alta Floresta D'Oeste,RO,79311692557,62651011730162,True,True
4449,ANNE shea,39,Amajari,RR,05650304262,44756469321270,True,True
4450,REBECCA torres,36,Aceguá,RS,36384300141,63607449301922,True,True
4451,CHARLENE lambert,27,Abdon Batista,SC,10733667589,12674047276298,True,True
4452,RHONDA bray,56,Amparo De São Francisco,SE,60404051391,97612487101201,True,True
4453,JILL leblanc,81,Adamantina,SP,07116575561,51518687600548,True,True
4454,VIRGINIA anderson,82,Abreulândia,TO,78091975090,15210896012893,True,True
4455,ALYSSA phillips,78,Acrelândia,AC,80442760760,55318715082053,True,True
4456,ASHLEY oconnor,41,Água Branca,AL,95769625520,49851987345985,True,True
4457,CHRISTINA morales,48,Alvarães,AM,51083585207,93805252808192,True,True
4458,LESLIE barnes,32,Serra Do Navio,AP,20725696214,34433842033910,True,True
4459,SARAH mckee,84,Abaíra,BA,11837343870,11550901814405,True,True
4460,JILL lam,42,Abaiara,CE,42206766604,98228002404300,True,True
4461,CHRISTINE marshall,72,Brasília,DF,65810804381,09277056572808,True,True
4462,KATHERINE klein,46,Afonso Cláudio,ES,16554168559,56233308325782,True,True
4463,CATHERINE olson,69,Abadia De Goiás,GO,48273591212,13874141275877,True,True
4464,EMILY carney,49,Açailândia,MA,24573410007,93574584481430,True,True
4465,MIRANDA reeves,83,Abadia Dos Dourados,MG,45623183506,10562013807311,True,True
4466,HANNAH robinson,83,Água Clara,MS,32046423801,64949875572692,True,True
4467,SHANNON jefferson,42,Acorizal,MT,54587255300,44313151516570,True,True
4468,JENNIFER lane,39,Abaetetuba,PA,58674217087,34801488762000,True,True
4469,AMANDA mcgrath,62,Água Branca,PB,51431315702,83639365668695,True,True
4470,MELISSA long,57,Abreu E Lima,PE,61437052673,65040466798010,True,True
4471,JILL copeland,86,Acauã,PI,65478998451,91804643759280,True,True
4472,NICOLE thomas,47,Abatiá,PR,26693521703,00967879330013,True,True
4473,JASMINE carlson,61,Angra Dos Reis,RJ,71078900264,06359324987295,True,True
4474,ANDREA gray,76,Acari,RN,03729248324,12396514707509,True,True
4475,SABRINA james,77,Alta Floresta D'Oeste,RO,97968819504,42051881701177,True,True
4476,MICHELLE navarro,50,Amajari,RR,74476325629,80724576123216,True,True
4477,JENNIFER norris,77,Aceguá,RS,50094173591,91161519444250,True,True
4478,MARIE farmer,84,Abdon Batista,SC,24141998818,22043469811203,True,True
4479,ANNA garcia,54,Amparo De São Francisco,SE,69748239241,55459578772332,True,True
4480,KATHERINE perkins,21,Adamantina,SP,73545161129,89727680157486,True,True
4481,MARY rush,40,Abreulândia,TO,62227764007,13605369870581,True,True
4482,ELIZABETH maxwell,32,Acrelândia,AC,98572814787,42722892993752,True,True
4483,CYNTHIA townsend,47,Água Branca,AL,48390595435,88281023368194,True,True
4484,JOCELYN lopez,82,Alvarães,AM,98660696212,39005548669396,True,True
4485,HOLLY thomas,33,Serra Do Navio,AP,73898292223,19450315757847,True,True
4486,AMBER dunlap,19,Abaíra,BA,84127724668,79194661375477,True,True
4487,MARIAH hernandez,71,Abaiara,CE,62465580469,11818879228893,True,True
4488,MARIA harris,90,Brasília,DF,45569442367,53286237305410,True,True
4489,PAMELA stewart,64,Afonso Cláudio,ES,24240658705,12065035972173,True,True
4490,OLIVIA barry,88,Abadia De Goiás,GO,78329805913,45755765311256,True,True
4491,CHELSEA hampton,81,Açailândia,MA,74796105999,32655895304490,True,True
4492,AMANDA perez,87,Abadia Dos Dourados,MG,54939922995,82782639800170,True,True
4493,DEBORAH harding,81,Água Clara,MS,19980262303,41322244785981,True,True
4494,ASHLEY roman,88,Acorizal,MT,68850015895,59107925420633,True,True
4495,DONNA gomez,90,Abaetetuba,PA,85339669386,39292994656189,True,True
4496,SHARON harmon,72,Água Branca,PB,34817057866,75181912569702,True,True
4497,DIANA johnson,75,Abreu E Lima,PE,72928862307,48111381298179,True,True
4498,MEGHAN gross,33,Acauã,PI,69470172620,76719711289239,True,True
4499,ALEXANDRA swanson,47,Abatiá,PR,31423159004,06470399843247,True,True
4500,RACHEL lamb,85,Angra Dos Reis,RJ,72858349630,40325658828307,True,True
4501,LAUREN brown,61,Acari,RN,29394435301,77922024213541,True,True
4502,NICHOLE garcia,76,Alta Floresta D'Oeste,RO,17981758602,43394826042866,True,True
4503,BRIDGET jones,41,Amajari,RR,55106268877,66138258289566,True,True
4504,AMANDA kennedy,36,Aceguá,RS,33097445315,36720677976629,True,True
4505,TAMARA hull,88,Abdon Batista,SC,67264093620,84524412914597,True,True
4506,STEPHANIE peterson,59,Amparo De São Francisco,SE,84443422382,28118446903738,True,True
4507,KATIE wang,54,Adamantina,SP,56941165340,01389199452560,True,True
4508,BROOKE mitchell,61,Abreulândia,TO,85017025790,22935669212202,True,True
4509,MARY reynolds,44,Acrelândia,AC,37602355571,95513855148464,True,True
4510,KATHLEEN jones,90,Água Branca,AL,84637058635,97692605014000,True,True
4511,CATHERINE olsen,62,Alvarães,AM,82801846945,32805388543210,True,True
4512,JULIE alvarez,37,Serra Do Navio,AP,12460144598,07632325281046,True,True
4513,ALICIA martinez,62,Abaíra,BA,15118931762,14034532078692,True,True
4514,SARA west,26,Abaiara,CE,81844771806,50042068817116,True,True
4515,FELICIA powers,47,Brasília,DF,90559081340,19208625283610,True,True
4516,ELLEN gaines,83,Afonso Cláudio,ES,35940100406,14813490085635,True,True
4517,SHANNON salazar,73,Abadia De Goiás,GO,26598162718,86697599273909,True,True
4518,CHRISTINE chan,26,Açailândia,MA,99538689640,64411295500654,True,True
4519,REBECCA reyes,49,Abadia Dos Dourados,MG,21030880506,78293024631831,True,True
4520,LESLIE wells,50,Água Clara,MS,59741359039,91966825686438,True,True
4521,MARY king,44,Acorizal,MT,43008707130,33539987918025,True,True
4522,TIFFANY foley,87,Abaetetuba,PA,57779449300,14106192280491,True,True
4523,VANESSA chandler,41,Água Branca,PB,04979946666,57472868447190,True,True
4524,MELANIE stewart,60,Abreu E Lima,PE,14337572066,50687387739609,True,True
4525,BRIANNA george,22,Acauã,PI,84890124586,34249472458460,True,True
4526,STEPHANIE holmes,78,Abatiá,PR,05427779671,99981845689758,True,True
4527,KATHLEEN rosario,28,Angra Dos Reis,RJ,97952839012,09508545848233,True,True
4528,LAUREN bell,44,Acari,RN,22216517666,07359820520389,True,True
4529,ANITA callahan,41,Alta Floresta D'Oeste,RO,50895558424,92816079913708,True,True
4530,JENNIFER gonzalez,44,Amajari,RR,76910748085,66942961954984,True,True
4531,KAYLA parker,86,Aceguá,RS,48692701297,06736087441193,True,True
4532,DAWN scott,43,Abdon Batista,SC,04428114036,30592901893533,True,True
4533,BRANDY garcia,73,Amparo De São Francisco,SE,40182721892,86382407542380,True,True
4534,JENNIFER johnson,59,Adamantina,SP,52927638292,85098762467309,True,True
4535,RACHEL scott,40,Abreulândia,TO,15640013931,75672533665005,True,True
4536,JACQUELINE ochoa,90,Acrelândia,AC,38677401865,78293938513271,True,True
4537,KATHERINE kline,84,Água Branca,AL,41297170652,19371710626144,True,True
4538,TRACEY jordan,90,Alvarães,AM,34849223036,60648750075457,True,True
4539,ELIZABETH ortega,49,Serra Do Navio,AP,41642950157,63217861961863,True,True
4540,DEBORAH rodriguez,59,Abaíra,BA,99384038830,10675589640598,True,True
4541,BETTY turner,73,Abaiara,CE,41469290243,74367686813883,True,True
4542,KIM shepard,22,Brasília,DF,75111380396,87151558948001,True,True
4543,CHARLENE fuentes,56,Afonso Cláudio,ES,33432869746,71380348169439,True,True
4544,LAURA bell,66,Abadia De Goiás,GO,96295676448,42794740544960,True,True
4545,BRENDA jones,46,Açailândia,MA,96878092647,91216761715652,True,True
4546,LINDA larsen,49,Abadia Dos Dourados,MG,39949168104,21354177589798,True,True
4547,ANGELA zimmerman,72,Água Clara,MS,11414306229,95442804690072,True,True
4548,RACHEL bishop,82,Acorizal,MT,88527273535,38781722664522,True,True
4549,LINDSEY thomas,82,Abaetetuba,PA,73429577985,76227337382700,True,True
4550,STEFANIE ford,70,Água Branca,PB,97739300764,54138069840529,True,True
4551,KATHERINE mckee,42,Abreu E Lima,PE,82421998336,32784822234785,True,True
4552,KRISTEN gonzalez,60,Acauã,PI,38032398856,84295781169922,True,True
4553,HANNAH smith,88,Abatiá,PR,07178301449,78546842417716,True,True
4554,MARY wells,33,Angra Dos Reis,RJ,66248266654,62812156625736,True,True
4555,SAMANTHA beard,75,Acari,RN,44081212074,13983113073918,True,True
4556,JACQUELINE nelson,25,Alta Floresta D'Oeste,RO,12573051072,52030914087032,True,True
4557,CHRISTINE simmons,32,Amajari,RR,34716724190,30584590152129,True,True
4558,MARGARET vasquez,60,Aceguá,RS,71474409946,27510673454092,True,True
4559,CYNTHIA barker,64,Abdon Batista,SC,78432270326,77800249828155,True,True
4560,CYNTHIA webb,73,Amparo De São Francisco,SE,84868035517,86672672153666,True,True
4561,DANA myers,59,Adamantina,SP,45521023380,18787895024649,True,True
4562,DEANNA chang,39,Abreulândia,TO,03870329670,39110779239942,True,True
4563,TANYA cole,48,Acrelândia,AC,65635077196,19435498503307,True,True
4564,ALEJANDRA madden,87,Água Branca,AL,07798023062,94713494555156,True,True
4565,TRACY perkins,61,Alvarães,AM,03936751498,30168826959945,True,True
4566,TRACY humphrey,76,Serra Do Navio,AP,25672701671,21603075521536,True,True
4567,ALEXIS logan,24,Abaíra,BA,58837143150,68949906169853,True,True
4568,CASEY burnett,70,Abaiara,CE,23503147586,58090221854470,True,True
4569,LINDA barrera,83,Brasília,DF,87836973492,09442284674966,True,True
4570,JULIE eaton,32,Afonso Cláudio,ES,13585641326,95755104038519,True,True
4571,DARLENE wright,29,Abadia De Goiás,GO,24215560748,01035643058050,True,True
4572,MICHELLE miller,87,Açailândia,MA,08165883178,01372752761856,True,True
4573,CHERYL kemp,75,Abadia Dos Dourados,MG,48601576648,79255389948013,True,True
4574,KRISTEN brewer,64,Água Clara,MS,25073637623,15143406737268,True,True
4575,CHRISTINA price,49,Acorizal,MT,76797605946,81309490371609,True,True
4576,REBECCA guerrero,18,Abaetetuba,PA,54881390791,06034911274836,True,True
4577,JILL berg,84,Água Branca,PB,92800771208,94489661726975,True,True
4578,LAUREN tate,29,Abreu E Lima,PE,19379708920,97276408508347,True,True
4579,BRITTANY ruiz,67,Acauã,PI,83066573494,20142992967938,True,True
4580,KATHERINE cole,81,Abatiá,PR,08531629136,31995727322381,True,True
4581,JILL mccann,89,Angra Dos Reis,RJ,80942108779,32878317883501,True,True
4582,BRIANNA wells,49,Acari,RN,42830426258,18340095404240,True,True
4583,CRYSTAL soto,64,Alta Floresta D'Oeste,RO,86457600107,40927860258448,True,True
4584,BARBARA lopez,76,Amajari,RR,49394945601,35920061936092,True,True
4585,MELINDA wood,39,Aceguá,RS,36413851058,64741714202356,True,True
4586,FELICIA ellis,23,Abdon Batista,SC,36501298253,99655449184884,True,True
4587,LISA smith,18,Amparo De São Francisco,SE,15562466848,27768005852200,True,True
4588,CHRISTINE lane,68,Adamantina,SP,38729582911,11225697702225,True,True
4589,MICHELLE phillips,80,Abreulândia,TO,47922727003,97676954176003,True,True
4590,NATASHA jones,36,Acrelândia,AC,77741895729,91440902688384,True,True
4591,GLORIA baker,73,Água Branca,AL,31258881586,45880948725197,True,True
4592,STEPHANIE lopez,63,Alvarães,AM,09808971652,06558552584092,True,True
4593,MONICA williams,56,Serra Do Navio,AP,65076270623,45704137752612,True,True
4594,COURTNEY robles,36,Abaíra,BA,85273593166,53170077759202,True,True
4595,TIFFANY simon,74,Abaiara,CE,01149132183,11675363678794,True,True
4596,JENNIFER ramirez,77,Brasília,DF,80890536104,26140497838491,True,True
4597,LESLIE martinez,74,Afonso Cláudio,ES,69043628980,36113406825232,True,True
4598,SARAH morgan,31,Abadia De Goiás,GO,54339478318,96815096294275,True,True
4599,CARRIE johnson,84,Açailândia,MA,36739498962,52198293835153,True,True
4600,TAMMY ramos,83,Abadia Dos Dourados,MG,97752468223,24319035416417,True,True
4601,JILL nichols,25,Água Clara,MS,37985982310,73499025329360,True,True
4602,HANNAH martin,24,Acorizal,MT,27854693137,44921534253920,True,True
4603,CRYSTAL wilson,72,Abaetetuba,PA,24161885695,67711771262600,True,True
4604,KAREN gilbert,83,Água Branca,PB,90575186518,01235411657934,True,True
4605,CAROL lynch,59,Abreu E Lima,PE,62426008202,60814492517124,True,True
4606,KAREN nguyen,90,Acauã,PI,48234030965,92208792900952,True,True
4607,JULIE davis,33,Abatiá,PR,06557675095,26376842427008,True,True
4608,SHERRY carlson,74,Angra Dos Reis,RJ,21578347459,53807084997378,True,True
4609,KELLY garcia,41,Acari,RN,59067170305,77537714928918,True,True
4610,DAWN west,38,Alta Floresta D'Oeste,RO,33296731091,57186632249476,True,True
4611,ANGELA frost,58,Amajari,RR,47681368698,83199053405941,True,True
4612,LATASHA turner,20,Aceguá,RS,39804171074,09931611227505,True,True
4613,MONICA reyes,49,Abdon Batista,SC,03726361448,71897285075757,True,True
4614,KRISTIN mullins,48,Amparo De São Francisco,SE,08906131097,85365862919425,True,True
4615,ALICIA flores,82,Adamantina,SP,56938781800,42088574157517,True,True
4616,LAURA davis,84,Abreulândia,TO,05884306768,98498437288103,True,True
4617,KELLY hill,90,Acrelândia,AC,77832654058,24301641631640,True,True
4618,LESLIE matthews,85,Água Branca,AL,72754339744,24602978940054,True,True
4619,TAMARA hodges,80,Alvarães,AM,87413320169,15964898411900,True,True
4620,MEAGAN hancock,54,Serra Do Navio,AP,47137355820,42349860704239,True,True
4621,MONICA chambers,78,Abaíra,BA,93868324615,38138102724491,True,True
4622,CHRISTINE black,36,Abaiara,CE,02963473370,66416578532656,True,True
4623,AMY hayes,19,Brasília,DF,68904921104,73326936231239,True,True
4624,KAITLIN barron,61,Afonso Cláudio,ES,31728044456,90253729167105,True,True
4625,BRENDA robles,19,Abadia De Goiás,GO,56073110316,77474252871218,True,True
4626,JANE mora,33,Açailândia,MA,54745559380,21626906745515,True,True
4627,ALEXANDRA gonzales,48,Abadia Dos Dourados,MG,51881688470,14686641469294,True,True
4628,KIMBERLY martin,32,Água Clara,MS,17808852295,80208111987304,True,True
4629,TERESA english,85,Acorizal,MT,10194378985,41456784772112,True,True
4630,ANNE moore,46,Abaetetuba,PA,71644150212,81079774983686,True,True
4631,DESTINY santos,63,Água Branca,PB,74478352348,11675926473425,True,True
4632,KAREN buckley,67,Abreu E Lima,PE,00610413511,76702256407644,True,True
4633,NANCY martinez,47,Acauã,PI,32121694943,29679209878097,True,True
4634,KATHERINE hubbard,21,Abatiá,PR,75165369544,33208102968614,True,True
4635,CRYSTAL ellis,82,Angra Dos Reis,RJ,11939380740,29932607808024,True,True
4636,MEGAN guzman,88,Acari,RN,80136103812,29957489724506,True,True
4637,BRENDA wright,69,Alta Floresta D'Oeste,RO,42582501808,25552656902184,True,True
4638,ASHLEY martin,60,Amajari,RR,63296234659,98094411969970,True,True
4639,MARGARET thomas,68,Aceguá,RS,85418712829,35431535796940,True,True
4640,CINDY henderson,42,Abdon Batista,SC,29800321900,70394688023168,True,True
4641,VALERIE moran,85,Amparo De São Francisco,SE,45864217387,15383057871900,True,True
4642,BRENDA fitzpatrick,50,Adamantina,SP,24807574477,29427197443546,True,True
4643,SANDRA torres,80,Abreulândia,TO,68598747084,64404619034987,True,True
4644,KIMBERLY foster,72,Acrelândia,AC,43302729383,84687685241205,True,True
4645,REBECCA clark,52,Água Branca,AL,37935821674,19944941024639,True,True
4646,KIMBERLY cantu,32,Alvarães,AM,01740939344,54133987774163,True,True
4647,BRITTANY bailey,74,Serra Do Navio,AP,66457111076,11977275000449,True,True
4648,SANDRA curry,89,Abaíra,BA,28102342480,25497200028213,True,True
4649,STACEY harris,64,Abaiara,CE,20729028780,30476742023604,True,True
4650,ELIZABETH cooper,40,Brasília,DF,61894837207,14491805318360,True,True
4651,ELIZABETH franklin,78,Afonso Cláudio,ES,69168622627,34505016842292,True,True
4652,ELIZABETH taylor,26,Abadia De Goiás,GO,95659182470,23452506604156,True,True
4653,TANYA gray,69,Açailândia,MA,62398991431,50587304437000,True,True
4654,NICOLE smith,26,Abadia Dos Dourados,MG,16075548360,87554060240798,True,True
4655,CHRISTINA brandt,33,Água Clara,MS,18051736850,53177226582233,True,True
4656,JORDAN smith,44,Acorizal,MT,11153262959,70212043018830,True,True
4657,STACEY williams,71,Abaetetuba,PA,18306432908,49418600971339,True,True
4658,SUZANNE donaldson,52,Água Branca,PB,12595221302,02309264833019,True,True
4659,LESLIE durham,51,Abreu E Lima,PE,08527960648,89989813999345,True,True
4660,KATIE ballard,62,Acauã,PI,63707735141,17120527203932,True,True
4661,MARIAH holmes,71,Abatiá,PR,81303446960,71937592381327,True,True
4662,LORRAINE bell,89,Angra Dos Reis,RJ,32288567040,22756437359042,True,True
4663,ALICIA thompson,29,Acari,RN,21005244375,49607472430370,True,True
4664,MICHELLE hardin,21,Alta Floresta D'Oeste,RO,75132534392,09588263588607,True,True
4665,LINDA joseph,37,Amajari,RR,86330870225,60811696925730,True,True
4666,TERESA frye,48,Aceguá,RS,39969635646,31979575211840,True,True
4667,ELIZABETH thompson,48,Abdon Batista,SC,21460635302,17172728080881,True,True
4668,EBONY johns,50,Amparo De São Francisco,SE,21237641918,86030014024439,True,True
4669,NATALIE hall,27,Adamantina,SP,89795424610,84419553489903,True,True
4670,LISA oliver,31,Abreulândia,TO,86742629452,08801758675928,True,True
4671,ANGELICA aguilar,20,Acrelândia,AC,52686734086,06981722294553,True,True
4672,ANNA smith,28,Água Branca,AL,20973251905,02870961381631,True,True
4673,MARY howard,33,Alvarães,AM,24712530596,79787815513179,True,True
4674,RAVEN pugh,47,Serra Do Navio,AP,95051263798,90241618565311,True,True
4675,LISA tate,46,Abaíra,BA,76713724981,78108914056708,True,True
4676,CAROLYN dudley,73,Abaiara,CE,66059034551,14290353204344,True,True
4677,CHRISTINA stephens,52,Brasília,DF,08455903597,74321220620453,True,True
4678,GINA kelley,18,Afonso Cláudio,ES,30312954395,80773445438564,True,True
4679,ERICA schmidt,78,Abadia De Goiás,GO,71571065318,92918190724309,True,True
4680,MICHELLE smith,45,Açailândia,MA,14102537244,52445377152411,True,True
4681,HEATHER frey,57,Abadia Dos Dourados,MG,75461763367,15354791027082,True,True
4682,AMANDA watts,87,Água Clara,MS,71365349179,21990125079262,True,True
4683,LAURA arroyo,42,Acorizal,MT,12217495100,78335060995502,True,True
4684,DANA reyes,58,Abaetetuba,PA,44426483522,92525241012502,True,True
4685,MARY lloyd,42,Água Branca,PB,22907878689,30504883752776,True,True
4686,SUSAN johnson,74,Abreu E Lima,PE,14879436526,91014140667195,True,True
4687,BRITTANY key,64,Acauã,PI,02175231453,22175496448631,True,True
4688,CYNTHIA brown,47,Abatiá,PR,40776981544,17817359542717,True,True
4689,BRENDA bowers,73,Angra Dos Reis,RJ,90355540436,92441583167823,True,True
4690,ASHLEY kramer,42,Acari,RN,85935749122,93563249218060,True,True
4691,SARAH lewis,19,Alta Floresta D'Oeste,RO,86959206820,52103910986058,True,True
4692,SHIRLEY turner,35,Amajari,RR,91704099609,34314315490700,True,True
4693,STEPHANIE tyler,71,Aceguá,RS,81555323561,01506646850675,True,True
4694,MELISSA ramirez,56,Abdon Batista,SC,67147828100,68125191834338,True,True
4695,SAMANTHA walker,60,Amparo De São Francisco,SE,84453493843,82314850189221,True,True
4696,JENNIFER castillo,63,Adamantina,SP,39696699018,03285573474409,True,True
4697,MARY orozco,33,Abreulândia,TO,90806098546,07835046282132,True,True
4698,MARGARET romero,26,Acrelândia,AC,25546970863,19393843732817,True,True
4699,ALEXANDRA scott,51,Água Branca,AL,91624167233,61882917558047,True,True
4700,CHRISTINA hensley,70,Alvarães,AM,00459914480,00611896654501,True,True
4701,JACQUELINE brown,67,Serra Do Navio,AP,41735786446,37813698321728,True,True
4702,ASHLEY flores,26,Abaíra,BA,97484743216,92576313422790,True,True
4703,HANNAH howard,40,Abaiara,CE,45696052738,64892934978265,True,True
4704,BETH wagner,75,Brasília,DF,69829994597,57749321928960,True,True
4705,KIMBERLY rivera,89,Afonso Cláudio,ES,24667684887,13257299919380,True,True
4706,KAYLA david,59,Abadia De Goiás,GO,72460941994,26881526295243,True,True
4707,JAMIE jones,67,Açailândia,MA,30282216910,36092421677897,True,True
4708,WANDA bishop,44,Abadia Dos Dourados,MG,16136434547,81006844722953,True,True
4709,KATHRYN ortiz,70,Água Clara,MS,40943501792,27126332586194,True,True
4710,HEATHER moore,19,Acorizal,MT,06965026740,80416352238818,True,True
4711,LYNN todd,23,Abaetetuba,PA,77848729508,27997526689304,True,True
4712,JANET green,33,Água Branca,PB,22054102377,28099855770084,True,True
4713,LINDA bright,86,Abreu E Lima,PE,25210831191,57126765914728,True,True
4714,CHEYENNE roberts,37,Acauã,PI,42496217749,17213799620073,True,True
4715,JANET walter,27,Abatiá,PR,99409053439,98327497281142,True,True
4716,KRISTIN campbell,20,Angra Dos Reis,RJ,07692467293,35659862812231,True,True
4717,HEATHER davenport,80,Acari,RN,13185761804,04832851389504,True,True
4718,VICTORIA olson,41,Alta Floresta D'Oeste,RO,48501486116,53987912978505,True,True
4719,JENNA hogan,76,Amajari,RR,45882525853,39936028025165,True,True
4720,ALISON griffin,36,Aceguá,RS,90529254964,94572388601738,True,True
4721,CINDY alvarado,86,Abdon Batista,SC,35867727424,48908809956785,True,True
4722,LISA carlson,79,Amparo De São Francisco,SE,16067422565,01187148390266,True,True
4723,LESLIE miller,65,Adamantina,SP,33623018350,24346926811922,True,True
4724,MORGAN hancock,88,Abreulândia,TO,97681115005,15413432586546,True,True
4725,KELLY mills,39,Acrelândia,AC,62357396059,45043188940803,True,True
4726,LESLIE austin,47,Água Branca,AL,67286141767,68599637441470,True,True
4727,KATIE shepard,43,Alvarães,AM,32680174445,17880027541381,True,True
4728,KATHERINE harmon,58,Serra Do Navio,AP,90689498535,40842056073849,True,True
4729,CHELSEA williams,86,Abaíra,BA,74481549238,88712828316501,True,True
4730,CYNTHIA gibbs,23,Abaiara,CE,41047075113,76137851928064,True,True
4731,ERIN smith,69,Brasília,DF,64043278640,50804021672748,True,True
4732,LORI reynolds,61,Afonso Cláudio,ES,19076499802,53762777717887,True,True
4733,MEREDITH romero,70,Abadia De Goiás,GO,24101321973,39808626525399,True,True
4734,ASHLEY martin,80,Açailândia,MA,91048775518,00966997484071,True,True
4735,COURTNEY owens,83,Abadia Dos Dourados,MG,69193745958,17916312603270,True,True
4736,ROBIN mathews,73,Água Clara,MS,47208589100,66324192849570,True,True
4737,DESIREE phillips,30,Acorizal,MT,01972221370,24796975953834,True,True
4738,HALEY powell,87,Abaetetuba,PA,34350051732,34549017800820,True,True
4739,CHRISTINE cruz,53,Água Branca,PB,70581557476,47279363208406,True,True
4740,SARA lawson,61,Abreu E Lima,PE,71596400633,08209612718476,True,True
4741,ERICA fry,53,Acauã,PI,95747630300,77418822051379,True,True
4742,BRENDA stone,77,Abatiá,PR,29209155688,73123246940925,True,True
4743,JESSICA barton,84,Angra Dos Reis,RJ,79387260445,60466639985829,True,True
4744,CHRISTY white,62,Acari,RN,12476333654,53015856779935,True,True
4745,MELINDA mayo,51,Alta Floresta D'Oeste,RO,71746726202,74401551950452,True,True
4746,AMANDA ramirez,90,Amajari,RR,90152897194,83534692373100,True,True
4747,SARAH rojas,27,Aceguá,RS,94621795651,81573170503150,True,True
4748,BRENDA baldwin,64,Abdon Batista,SC,63252642158,37114695342370,True,True
4749,KRISTEN fowler,44,Amparo De São Francisco,SE,45499139598,07430751557787,True,True
4750,MICHELLE whitaker,88,Adamantina,SP,36018093111,12833938334975,True,True
4751,LORI frost,66,Abreulândia,TO,37263474700,78837115767520,True,True
4752,LISA vaughn,34,Acrelândia,AC,40291681913,36106758772396,True,True
4753,DOMINIQUE watkins,21,Água Branca,AL,81763365808,51847509108496,True,True
4754,SAMANTHA flores,25,Alvarães,AM,46468360765,49227436346593,True,True
4755,DIANE johnson,30,Serra Do Navio,AP,34756283098,05885682805855,True,True
4756,APRIL sullivan,55,Abaíra,BA,52146626453,61671330873105,True,True
4757,ASHLEY duran,71,Abaiara,CE,60724788328,09866216493466,True,True
4758,DESTINY sharp,27,Brasília,DF,84827365741,09040571874019,True,True
4759,SANDRA howard,81,Afonso Cláudio,ES,41796680842,48761161817724,True,True
4760,JENNIFER duffy,18,Abadia De Goiás,GO,35514765865,09276151349110,True,True
4761,MARY dixon,32,Açailândia,MA,34531574192,00810108255059,True,True
4762,CAROLINE wilson,85,Abadia Dos Dourados,MG,37404028906,03240161783404,True,True
4763,LISA weeks,47,Água Clara,MS,87208739641,12066229055000,True,True
4764,TAYLOR white,43,Acorizal,MT,27826663202,57807166523150,True,True
4765,STEPHANIE russo,43,Abaetetuba,PA,03703140500,62444351297990,True,True
4766,SARAH duncan,53,Água Branca,PB,63036597999,59268596859671,True,True
4767,BRITTANY bailey,19,Abreu E Lima,PE,37330627364,72615002832258,True,True
4768,COURTNEY barnett,53,Acauã,PI,01699971382,91631297755107,True,True
4769,TERESA keller,73,Abatiá,PR,22356488197,43793266914780,True,True
4770,JULIA gonzalez,25,Angra Dos Reis,RJ,86565634599,96034574287939,True,True
4771,OLIVIA reyes,89,Acari,RN,92758663503,89628407303581,True,True
4772,KRISTEN smith,73,Alta Floresta D'Oeste,RO,27976190210,29416380021633,True,True
4773,CHRISTINA williams,36,Amajari,RR,53614944700,89096756639247,True,True
4774,MARIA thornton,50,Aceguá,RS,48721832820,88212232456808,True,True
4775,KIMBERLY harris,73,Abdon Batista,SC,68102917849,24652374557405,True,True
